"","D.Item.AOM","D.Item.Root.Comp.Proc_Major_low","D.Item","B.Code","A.Level.Name","Time","D.Type","D.Item.Group","D.Source","D.Process.Mech","D.Process.Chem","D.Process.Bio","D.Process.Therm","D.Process.Dehy","D.Process.Other","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Day.Start","D.Day.End","D.Notes","row_index","D.ItemxProcess","D.ItemxProcess_original","is_entire_diet","is_group","D.Item.Proc_Major","D.Item.Proc_All","D.Item.Root.Comp.Proc_Major","D.Item.Root.Other.Comp.Proc_All","D.Item.Root.Comp","D.Item.Comp","AOM.Terms","AOM.Scientific.Name","D.Item.Is.Tree"
"3445","AOM_000589","wheat offal","Wheat Offal","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,8,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"3446","AOM_000772","salt","Salt","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,0.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3447","AOM_001922","water","Water","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3448","AOM_001638","palm kernel cake","Palm Kernel Cake","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,5,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"3449",NA,"brewers grain dried","Brewers Grain","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,37.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,6,"Brewers Grain||Drying","Brewers Grain||Drying",FALSE,FALSE,"Dried","Dried","Brewers Grain Dried","Brewers Grain Dried",NA,NA,NA,NA,FALSE
"3450","AOM_000539","bone ground","Bone","CJ1019","T4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,30,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,7,"Bone||Milling","Bone||Milling",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3451","AOM_000589","wheat offal","Wheat Offal","CJ1019","T4","99999","Crop Byproduct","Base","Unspecified",NA,NA,NA,NA,NA,NA,2,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,8,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"3452","AOM_000772","salt","Salt","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,0.5,"% Basal Diet","day","individual",NA,NA,NA,NA,NA,9,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3453","AOM_001922","water","Water","CJ1019","T4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"unspecified",10,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3454","AOM_006106","gmelina arborea leaves wilted","Gmelina arborea Leaves","EM1000","Treatment1","99999","Forage Plants",NA,"On-farm",NA,NA,NA,NA,"Wilted",NA,200,"g","day","individual",NA,NA,"1","50",NA,1,"Gmelina arborea Leaves||Wilting","Gmelina arborea Leaves||Wilting",FALSE,FALSE,"Wilted","Wilted","Gmelina arborea Leaves Wilted","Gmelina arborea Leaves Wilted","Gmelina arborea Leaves","Leaves","Forage Plants/Forage Trees/Gmelina arborea/Gmelina arborea Leaves/Gmelina arborea Leaves Wilted","Gmelina arborea",TRUE
"3455","AOM_002219","tamarind wilted","tamarind","EM1000","Treatment2","99999","Forage Plants",NA,"On-farm",NA,NA,NA,NA,"Wilted",NA,200,"g","day","individual",NA,NA,"1","50",NA,2,"tamarind||Wilting","tamarind||Wilting",FALSE,FALSE,"Wilted","Wilted","Tamarind Wilted","Tamarind Wilted","Tamarind",NA,"Crop Product/Legume Products/Tamarind/Tamarind Wilted","Tamarindus indica",FALSE
"3456","AOM_006025","azadirachta indica leaves wilted","Azadirachta indica Leaves","EM1000","Treatment3","99999","Forage Plants",NA,"On-farm",NA,NA,NA,NA,"Wilted",NA,200,"g","day","individual",NA,NA,"1","50",NA,3,"Azadirachta indica Leaves||Wilting","Azadirachta indica Leaves||Wilting",FALSE,FALSE,"Wilted","Wilted","Azadirachta indica Leaves Wilted","Azadirachta indica Leaves Wilted","Azadirachta indica Leaves","Leaves","Forage Plants/Forage Trees/Azadirachta indica/Azadirachta indica Leaves/Azadirachta indica Leaves Wilted","Azadirachta indica",TRUE
"3457","AOM_006395","tectona grandis leaves wilted","Tectona grandis leaves","EM1000","Treatment4","99999","Forage Plants",NA,"On-farm",NA,NA,NA,NA,"Wilted",NA,200,"g","day","individual",NA,NA,"1","50",NA,4,"Tectona grandis leaves||Wilting","Tectona grandis leaves||Wilting",FALSE,FALSE,"Wilted","Wilted","Tectona grandis Leaves Wilted","Tectona grandis Leaves Wilted","Tectona grandis Leaves","Leaves","Forage Plants/Forage Trees/Tectona grandis/Tectona grandis Wilted","Tectona grandis",TRUE
"3458","AOM_006050","cashew shell ground","Cashew Shell","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,10,"g","day","individual","Yes",NA,"1","50",NA,5,"Cashew Shell||Grinding","Cashew Shell||Grinding",FALSE,FALSE,"Ground","Ground","Cashew Shell Ground","Cashew Shell Ground","Cashew Shell","Shell","Crop Byproduct/Oil Plant ByProducts/Cashew/Cashew Shell/Cashew Shell Ground","Anacardium occidentale",FALSE
"3459","AOM_006128","maize offal ground","Maize Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,27,"g","day","individual","Yes",NA,"1","50",NA,6,"Maize Offal||Grinding","Maize Offal||Grinding",FALSE,FALSE,"Ground","Ground","Maize Offal Ground","Maize Offal Ground","Maize Offal","Offal","Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Ground","Zea mays",FALSE
"3460","AOM_006027","bambara groundnut offal ground","Bambara  nut offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,48,"g","day","individual","Yes",NA,"1","50",NA,7,"Bambara  nut offal||Grinding","Bambara  nut offal||Grinding",FALSE,FALSE,"Ground","Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal","Offal","Crop Byproduct/Legume ByProducts/Bambara Groundnut/Bambara Groundnut Offal/Bambara Groundnut Offal Ground","Vigna subterranea",FALSE
"3461","AOM_006100","fish offal ground","Fish offal","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5.5,"g","day","individual","Yes",NA,"1","50",NA,8,"Fish offal||Grinding","Fish offal||Grinding",FALSE,FALSE,"Ground","Ground","Fish Offal Ground","Fish Offal Ground","Fish Offal","Offal","Animal Byproduct/Fish/Fish Offal/Fish Offal Ground",NA,FALSE
"3462","AOM_006300","rice offal ground","Rice Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5,"g","day","individual","Yes",NA,"1","50",NA,9,"Rice Offal||Grinding","Rice Offal||Grinding",FALSE,FALSE,"Ground","Ground","Rice Offal Ground","Rice Offal Ground","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Ground","Oryza sativa",FALSE
"3463","AOM_006179","wood ash ground","Wood Ash","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1,"g","day","individual","Yes",NA,"1","50",NA,10,"Wood Ash||Grinding","Wood Ash||Grinding",FALSE,FALSE,"Ground","Ground","Wood Ash Ground","Wood Ash Ground","Wood Ash",NA,"Other Ingredients/Wood Ash/Wood Ash Ground",NA,FALSE
"3464","AOM_000539","bone ground","Bone","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,2,"g","day","individual","Yes",NA,"1","50",NA,11,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3465","AOM_000772","salt","Salt","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1.5,"g","day","individual","Yes",NA,"1","50",NA,12,"Salt||Grinding","Salt||Grinding",FALSE,FALSE,"Ground","Ground","Salt","Salt Ground","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3466","AOM_001922","water","Water","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,"Yes","1","50","unspecified",13,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3467","AOM_006050","cashew shell ground","Cashew Shell","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,10,"g","day","individual","Yes",NA,"1","50",NA,5,"Cashew Shell||Grinding","Cashew Shell||Grinding",FALSE,FALSE,"Ground","Ground","Cashew Shell Ground","Cashew Shell Ground","Cashew Shell","Shell","Crop Byproduct/Oil Plant ByProducts/Cashew/Cashew Shell/Cashew Shell Ground","Anacardium occidentale",FALSE
"3468","AOM_006128","maize offal ground","Maize Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,27,"g","day","individual","Yes",NA,"1","50",NA,6,"Maize Offal||Grinding","Maize Offal||Grinding",FALSE,FALSE,"Ground","Ground","Maize Offal Ground","Maize Offal Ground","Maize Offal","Offal","Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Ground","Zea mays",FALSE
"3469","AOM_006027","bambara groundnut offal ground","Bambara  nut offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,48,"g","day","individual","Yes",NA,"1","50",NA,7,"Bambara  nut offal||Grinding","Bambara  nut offal||Grinding",FALSE,FALSE,"Ground","Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal","Offal","Crop Byproduct/Legume ByProducts/Bambara Groundnut/Bambara Groundnut Offal/Bambara Groundnut Offal Ground","Vigna subterranea",FALSE
"3470","AOM_006100","fish offal ground","Fish offal","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5.5,"g","day","individual","Yes",NA,"1","50",NA,8,"Fish offal||Grinding","Fish offal||Grinding",FALSE,FALSE,"Ground","Ground","Fish Offal Ground","Fish Offal Ground","Fish Offal","Offal","Animal Byproduct/Fish/Fish Offal/Fish Offal Ground",NA,FALSE
"3471","AOM_006300","rice offal ground","Rice Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5,"g","day","individual","Yes",NA,"1","50",NA,9,"Rice Offal||Grinding","Rice Offal||Grinding",FALSE,FALSE,"Ground","Ground","Rice Offal Ground","Rice Offal Ground","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Ground","Oryza sativa",FALSE
"3472","AOM_006179","wood ash ground","Wood Ash","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1,"g","day","individual","Yes",NA,"1","50",NA,10,"Wood Ash||Grinding","Wood Ash||Grinding",FALSE,FALSE,"Ground","Ground","Wood Ash Ground","Wood Ash Ground","Wood Ash",NA,"Other Ingredients/Wood Ash/Wood Ash Ground",NA,FALSE
"3473","AOM_000539","bone ground","Bone","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,2,"g","day","individual","Yes",NA,"1","50",NA,11,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3474","AOM_000772","salt","Salt","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1.5,"g","day","individual","Yes",NA,"1","50",NA,12,"Salt||Grinding","Salt||Grinding",FALSE,FALSE,"Ground","Ground","Salt","Salt Ground","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3475","AOM_001922","water","Water","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,"Yes","1","50","unspecified",13,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3476","AOM_006050","cashew shell ground","Cashew Shell","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,10,"g","day","individual","Yes",NA,"1","50",NA,5,"Cashew Shell||Grinding","Cashew Shell||Grinding",FALSE,FALSE,"Ground","Ground","Cashew Shell Ground","Cashew Shell Ground","Cashew Shell","Shell","Crop Byproduct/Oil Plant ByProducts/Cashew/Cashew Shell/Cashew Shell Ground","Anacardium occidentale",FALSE
"3477","AOM_006128","maize offal ground","Maize Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,27,"g","day","individual","Yes",NA,"1","50",NA,6,"Maize Offal||Grinding","Maize Offal||Grinding",FALSE,FALSE,"Ground","Ground","Maize Offal Ground","Maize Offal Ground","Maize Offal","Offal","Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Ground","Zea mays",FALSE
"3478","AOM_006027","bambara groundnut offal ground","Bambara  nut offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,48,"g","day","individual","Yes",NA,"1","50",NA,7,"Bambara  nut offal||Grinding","Bambara  nut offal||Grinding",FALSE,FALSE,"Ground","Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal","Offal","Crop Byproduct/Legume ByProducts/Bambara Groundnut/Bambara Groundnut Offal/Bambara Groundnut Offal Ground","Vigna subterranea",FALSE
"3479","AOM_006100","fish offal ground","Fish offal","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5.5,"g","day","individual","Yes",NA,"1","50",NA,8,"Fish offal||Grinding","Fish offal||Grinding",FALSE,FALSE,"Ground","Ground","Fish Offal Ground","Fish Offal Ground","Fish Offal","Offal","Animal Byproduct/Fish/Fish Offal/Fish Offal Ground",NA,FALSE
"3480","AOM_006300","rice offal ground","Rice Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5,"g","day","individual","Yes",NA,"1","50",NA,9,"Rice Offal||Grinding","Rice Offal||Grinding",FALSE,FALSE,"Ground","Ground","Rice Offal Ground","Rice Offal Ground","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Ground","Oryza sativa",FALSE
"3481","AOM_006179","wood ash ground","Wood Ash","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1,"g","day","individual","Yes",NA,"1","50",NA,10,"Wood Ash||Grinding","Wood Ash||Grinding",FALSE,FALSE,"Ground","Ground","Wood Ash Ground","Wood Ash Ground","Wood Ash",NA,"Other Ingredients/Wood Ash/Wood Ash Ground",NA,FALSE
"3482","AOM_000539","bone ground","Bone","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,2,"g","day","individual","Yes",NA,"1","50",NA,11,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3483","AOM_000772","salt","Salt","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1.5,"g","day","individual","Yes",NA,"1","50",NA,12,"Salt||Grinding","Salt||Grinding",FALSE,FALSE,"Ground","Ground","Salt","Salt Ground","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3484","AOM_001922","water","Water","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,"Yes","1","50","unspecified",13,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3485","AOM_006050","cashew shell ground","Cashew Shell","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,10,"g","day","individual","Yes",NA,"1","50",NA,5,"Cashew Shell||Grinding","Cashew Shell||Grinding",FALSE,FALSE,"Ground","Ground","Cashew Shell Ground","Cashew Shell Ground","Cashew Shell","Shell","Crop Byproduct/Oil Plant ByProducts/Cashew/Cashew Shell/Cashew Shell Ground","Anacardium occidentale",FALSE
"3486","AOM_006128","maize offal ground","Maize Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,27,"g","day","individual","Yes",NA,"1","50",NA,6,"Maize Offal||Grinding","Maize Offal||Grinding",FALSE,FALSE,"Ground","Ground","Maize Offal Ground","Maize Offal Ground","Maize Offal","Offal","Crop Byproduct/Cereal ByProducts/Maize/Maize Offal/Maize Offal Ground","Zea mays",FALSE
"3487","AOM_006027","bambara groundnut offal ground","Bambara  nut offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,48,"g","day","individual","Yes",NA,"1","50",NA,7,"Bambara  nut offal||Grinding","Bambara  nut offal||Grinding",FALSE,FALSE,"Ground","Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal Ground","Bambara Groundnut Offal","Offal","Crop Byproduct/Legume ByProducts/Bambara Groundnut/Bambara Groundnut Offal/Bambara Groundnut Offal Ground","Vigna subterranea",FALSE
"3488","AOM_006100","fish offal ground","Fish offal","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5.5,"g","day","individual","Yes",NA,"1","50",NA,8,"Fish offal||Grinding","Fish offal||Grinding",FALSE,FALSE,"Ground","Ground","Fish Offal Ground","Fish Offal Ground","Fish Offal","Offal","Animal Byproduct/Fish/Fish Offal/Fish Offal Ground",NA,FALSE
"3489","AOM_006300","rice offal ground","Rice Offal","EM1000","Treatment4","99999","Crop Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,5,"g","day","individual","Yes",NA,"1","50",NA,9,"Rice Offal||Grinding","Rice Offal||Grinding",FALSE,FALSE,"Ground","Ground","Rice Offal Ground","Rice Offal Ground","Rice Offal","Offal","Crop Byproduct/Cereal ByProducts/Rice/Rice Offal/Rice Offal Ground","Oryza sativa",FALSE
"3490","AOM_006179","wood ash ground","Wood Ash","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1,"g","day","individual","Yes",NA,"1","50",NA,10,"Wood Ash||Grinding","Wood Ash||Grinding",FALSE,FALSE,"Ground","Ground","Wood Ash Ground","Wood Ash Ground","Wood Ash",NA,"Other Ingredients/Wood Ash/Wood Ash Ground",NA,FALSE
"3491","AOM_000539","bone ground","Bone","EM1000","Treatment4","99999","Animal Byproduct","Base","Unspecified","Ground",NA,NA,NA,NA,NA,2,"g","day","individual","Yes",NA,"1","50",NA,11,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"3492","AOM_000772","salt","Salt","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified","Ground",NA,NA,NA,NA,NA,1.5,"g","day","individual","Yes",NA,"1","50",NA,12,"Salt||Grinding","Salt||Grinding",FALSE,FALSE,"Ground","Ground","Salt","Salt Ground","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"3493","AOM_001922","water","Water","EM1000","Treatment4","99999","Other Ingredients","Base","Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,"Yes","1","50","unspecified",13,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"3494","AOM_006089","trifolium alexandrinum ensiled","Trifolium alexandrinum","EM1004","Control Ration G1","99999","Forage Plants",NA,"On-farm",NA,NA,"Ensiled",NA,NA,NA,50,"%","experiment","all animals in replicate",NA,"Yes","1","98","Adding 3%  molasses(fresh basis) mixture silages prepared  without any additives.A combination of different silages was fed ad lib",8,"Trifolium alexandrinum||Ensilation","Trifolium alexandrinum||Ensilation",FALSE,FALSE,"Ensiled","Ensiled","Trifolium alexandrinum Ensiled","Trifolium alexandrinum Ensiled","Trifolium alexandrinum",NA,"Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Ensiled","Trifolium alexandrinum",FALSE
"3495","AOM_006089","trifolium alexandrinum ensiled","Trifolium alexandrinum","EM1004","Ration G2","99999","Forage Plants",NA,"On-farm",NA,NA,"Ensiled",NA,NA,NA,25,"%","experiment","all animals in replicate",NA,"Yes","1","98","Adding 3%  molasses(fresh basis) mixture silages prepared  without any additives.A combination of different silages was fed ad lib",9,"Trifolium alexandrinum||Ensilation","Trifolium alexandrinum||Ensilation",FALSE,FALSE,"Ensiled","Ensiled","Trifolium alexandrinum Ensiled","Trifolium alexandrinum Ensiled","Trifolium alexandrinum",NA,"Forage Plants/Legume Forages/Trifolium alexandrinum/Trifolium alexandrinum Ensiled","Trifolium alexandrinum",FALSE
"3496","AOM_006221","beet fodder ensiled","Fodder beet","EM1004","Ration G2","99999","Forage Plants",NA,"On-farm",NA,NA,"Ensiled",NA,NA,NA,25,"%","experiment","all animals in replicate",NA,"Yes","1","98","Adding 3%  molasses(fresh basis) mixture silages prepared  without any additives.A combination of different silages was fed ad lib",10,"Fodder beet||Ensilation","Fodder beet||Ensilation",FALSE,FALSE,"Ensiled","Ensiled","Beet Fodder Ensiled","Beet Fodder Ensiled","Beet Fodder","Fodder","Crop Byproduct/Roots and Tuber ByProducts/Beet/Beet Fodder/Beet Fodder Ensiled","Beta vulgaris",FALSE
